user_id,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance
21,MICROFINANCIERA,Pagos Fijos,Grupo Solidario,16.0,Semanal,916.0,2/27/13,,12500.0,7322.0,0.0,0.0,0.0,0.0,,0.0
21,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,2/27/13,6/20/13,12500.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,6/26/13,10/17/13,12500.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,20.0,Semanal,0.0,10/23/13,3/14/14,12500.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,2/26/12,6/23/12,5000.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,0.0,Semanal,0.0,5/28/14,7/7/14,342.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,0.0,Semanal,0.0,9/30/14,11/18/14,482.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,0.0,Semanal,0.0,10/18/14,12/22/14,653.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,0.0,Semanal,0.0,7/23/16,9/5/16,342.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA LA CONSTRUCCION,Crédito Prendario,Préstamo Personal ,70.0,Semanal,0.0,1/12/11,2/24/11,1074.0,0.0,0.0,0.0,0.0,1.0,1/26/11,269.0
21,MERCANCIA PARA LA CONSTRUCCION,Crédito Prendario,Préstamo Personal ,0.0,Semanal,0.0,5/23/11,6/15/11,611.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA LA CONSTRUCCION,Crédito Prendario,Préstamo Personal ,40.0,Semanal,0.0,11/21/11,1/3/12,1811.0,0.0,0.0,0.0,0.0,0.0,,0.0
21,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50.0,Semanal,0.0,4/12/07,8/25/07,7476.0,0.0,7476.0,0.0,0.0,7.0,8/23/07,898.0
21,FINANCIERA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,1968.0,8/4/16,,14508.0,8119.0,14508.0,1875.0,0.0,0.0,,0.0
21,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,3/16/15,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
22,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,5/23/13,7/18/14,0.0,0.0,0.0,0.0,7.0,13.0,6/30/14,1100.0
22,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,6/21/13,7/18/14,0.0,0.0,0.0,0.0,6.0,6.0,1/31/14,1100.0
22,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Otros (Múltiples Créditos),0.0,Mensual,0.0,9/24/09,,1237.0,0.0,0.0,0.0,0.0,1.0,7/31/11,497.0
22,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,9/21/15,,46271.0,44727.0,46271.0,0.0,0.0,0.0,,0.0
22,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,1907.0,8/23/11,,30409.0,28979.0,28000.0,0.0,0.0,0.0,,0.0
22,COMERCIAL,Revolvente,Línea de Crédito,0.0,Mensual,0.0,12/20/10,,1.0,1510.0,1.0,0.0,0.0,0.0,,0.0
22,FINANCIERA,Pagos Fijos,Línea de Crédito,12.0,Mensual,0.0,4/12/16,5/9/17,12943.0,0.0,12943.0,0.0,0.0,0.0,,0.0
22,FINANCIERA,Pagos Fijos,Línea de Crédito,48.0,Mensual,0.0,3/21/13,5/9/17,175920.0,0.0,175920.0,0.0,0.0,0.0,,0.0
22,FINANCIERA,Pagos Fijos,Línea de Crédito,12.0,Mensual,0.0,4/15/15,4/14/16,12943.0,0.0,12943.0,0.0,0.0,0.0,,0.0
22,BANCO,Pagos Fijos,Préstamo Personal ,0.0,Mensual,0.0,1/26/15,4/12/16,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0
22,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,0.0,6/22/12,5/31/15,1421.0,0.0,0.0,0.0,0.0,0.0,,0.0
22,FINANCIERA,Pagos Fijos,Línea de Crédito,12.0,Mensual,0.0,4/15/14,3/31/15,12943.0,0.0,0.0,0.0,0.0,0.0,,0.0
23,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,78.0,Semanal,0.0,11/17/12,6/8/13,19266.0,0.0,0.0,0.0,4.0,2.0,3/30/13,513.0
23,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,78.0,Semanal,0.0,11/17/12,6/8/13,390.0,0.0,0.0,0.0,4.0,2.0,3/30/13,10.0
23,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,9484.0,6/8/13,,19520.0,9484.0,0.0,9484.0,96.0,39.0,12/27/14,9484.0
23,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,195.0,6/8/13,,400.0,195.0,0.0,195.0,96.0,39.0,12/27/14,195.0
23,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,3817.0,6/10/13,,3817.0,3817.0,13146.0,3817.0,6.0,13.0,12/31/16,3817.0
23,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,4064.0,6/15/13,,4064.0,4064.0,13146.0,4064.0,6.0,13.0,12/31/16,4064.0
23,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,18.0,Mensual,0.0,12/24/13,2/29/16,10577.0,0.0,6309.0,0.0,0.0,0.0,,0.0
23,TIENDA DEPARTAMENTAL,Pagos Fijos,Línea de Crédito,18.0,Mensual,10577.0,12/24/13,,10577.0,10577.0,6309.0,10577.0,20.0,13.0,6/30/15,10577.0
23,ADMINISTRADORAS DE CARTERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,21849.0,7/1/14,,21849.0,21849.0,21849.0,21849.0,5.0,13.0,7/1/14,21849.0
23,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,1250.0,11/27/15,,1000.0,1250.0,1000.0,1250.0,25.0,1.0,12/15/15,1250.0
23,TIENDA DEPARTAMENTAL,Revolvente,Línea de Crédito,0.0,Mensual,4821.0,4/4/11,,4821.0,4821.0,11478.0,4821.0,11.0,13.0,11/30/14,4821.0
23,BANCOS,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,2/9/11,12/27/13,7299.0,0.0,6400.0,9840.0,23.0,13.0,8/31/12,7299.0
23,MERCANCIA PARA HOGAR Y OFICINA,Sin Límite Preestablecido,Crédito Personal al Consumo,0.0,Semanal,180.0,10/31/11,,180.0,180.0,0.0,180.0,95.0,84.0,11/2/15,180.0
23,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,3371.0,11/21/14,,3371.0,3371.0,0.0,3370.0,11.0,9.0,10/31/16,3370.0
23,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,16151.0,3/18/11,,19765.0,16151.0,13000.0,16151.0,0.0,0.0,,0.0
23,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,9424.0,12/24/12,,9424.0,9424.0,0.0,9424.0,0.0,0.0,,0.0
23,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,9121.0,5/5/12,,9121.0,9121.0,3014.0,9121.0,0.0,0.0,,0.0
23,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,6969.0,7/23/10,,6969.0,6969.0,10000.0,4971.0,0.0,0.0,,0.0
23,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,60.0,Mensual,1250.0,6/11/11,,75000.0,81429.0,0.0,38022.0,0.0,0.0,,0.0
23,BANCO,Pagos Fijos,Préstamo Garantizado,120.0,Mensual,639.0,11/11/16,,23200.0,23169.0,23200.0,0.0,0.0,0.0,,0.0
23,BANCO,Pagos Fijos,Préstamo Garantizado,85.0,Mensual,584.0,7/22/15,11/11/16,23200.0,0.0,20805.0,0.0,0.0,0.0,,0.0
23,BANCO,Pagos Fijos,Préstamo Personal ,2.0,Mensual,0.0,6/6/16,7/31/16,790.0,0.0,790.0,0.0,0.0,0.0,,0.0
23,FINANCIERA,Pagos Fijos,Préstamo Personal ,0.0,Quincenal,0.0,1/25/13,7/25/14,11160.0,0.0,0.0,21987.0,0.0,0.0,,0.0
23,BANCO,Pagos Fijos,Préstamo Personal ,73.0,Quincenal,0.0,4/27/11,7/24/14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
23,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,3/18/11,6/30/13,17397.0,0.0,15700.0,0.0,0.0,0.0,,0.0
23,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,3/18/11,2/28/13,17397.0,0.0,15700.0,0.0,0.0,0.0,,0.0
23,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,18.0,Mensual,0.0,7/24/10,5/26/11,20000.0,0.0,0.0,0.0,0.0,0.0,,0.0
23,BANCO,Pagos Fijos,Préstamo Personal ,119.0,Mensual,0.0,3/23/11,4/26/11,3500.0,0.0,0.0,0.0,0.0,0.0,,0.0
24,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,0.0,2/19/05,,1700.0,0.0,0.0,0.0,0.0,13.0,2/28/07,1700.0
24,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,11/2/05,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
24,SERVS. GRALES.,Revolvente,Desconocido,0.0,Mensual,1863.0,12/5/16,,26249.0,10920.0,19170.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Préstamo de Nomina,120.0,Mensual,0.0,8/24/12,8/16/17,175159.0,0.0,150000.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Préstamo de Nomina,120.0,Mensual,0.0,2/22/11,2/17/16,150000.0,0.0,150000.0,0.0,4.0,0.0,,0.0
24,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),0.0,Mensual,0.0,2/19/05,,1700.0,0.0,0.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,5/2/12,3/17/15,45386.0,0.0,36500.0,31770.0,1.0,0.0,,0.0
24,BANCO,Revolvente,Préstamo de Nomina,900.0,Mensual,0.0,8/24/12,1/31/15,59900.0,0.0,10000.0,0.0,5.0,0.0,,0.0
24,BANCO,Revolvente,Préstamo de Nomina,120.0,Mensual,0.0,10/13/10,10/16/15,50000.0,0.0,50000.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,4/1/04,6/30/15,28404.0,0.0,34000.0,0.0,3.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,8/1/13,4/10/15,76382.0,0.0,1.0,40468.0,9.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,5/23/07,4/16/15,67227.0,0.0,1.0,50227.0,10.0,0.0,,0.0
24,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0.0,Mensual,0.0,7/20/12,3/17/15,1395.0,0.0,0.0,0.0,14.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,5/2/12,7/14/15,45386.0,0.0,36500.0,0.0,8.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,12/17/12,3/27/15,99539.0,0.0,40000.0,0.0,8.0,0.0,,0.0
24,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,0.0,12/8/12,2/28/15,1597.0,0.0,1300.0,0.0,15.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,7/9/04,9/19/14,5466.0,0.0,3510.0,2717.0,6.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,4/2/13,3/9/14,0.0,0.0,39000.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,12/17/12,7/30/13,47051.0,0.0,94648.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,3/1/11,7/31/13,28404.0,0.0,1.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,7/9/04,7/30/13,5119.0,0.0,3990.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,2/24/09,11/1/12,55371.0,0.0,41000.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,1/24/00,10/31/12,50507.0,0.0,48000.0,0.0,0.0,0.0,,0.0
24,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0.0,Mensual,0.0,6/1/11,9/5/12,638.0,0.0,0.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,5/5/08,8/24/12,5220.0,0.0,1810.0,0.0,0.0,0.0,,0.0
24,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,1/24/00,5/29/12,50507.0,0.0,1.0,0.0,0.0,0.0,,0.0
25,CAJAS DE AHORRO,Pagos Fijos,Compra de Automóvil,60.0,Mensual,4878.0,9/29/17,,210000.0,200792.0,210000.0,0.0,0.0,0.0,,0.0
26,COMPANIA DE FINANCIAMIENTO AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,48.0,Mensual,13223.0,4/30/17,,448307.0,441894.0,0.0,0.0,0.0,0.0,,0.0
27,KONFIO,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,5248.0,5/22/17,,100000.0,83667.0,0.0,0.0,0.0,0.0,,0.0
27,TELEFONIA CELULAR,Revolvente,Línea de Crédito,0.0,Mensual,0.0,4/11/08,4/10/10,1300.0,0.0,2954.0,0.0,0.0,1.0,12/31/08,649.0
27,TIENDA DEPARTAMENTAL,Revolvente,Línea de Crédito,0.0,Mensual,0.0,12/3/11,,0.0,0.0,21609.0,0.0,0.0,0.0,,0.0
27,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,11/2/16,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
27,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,3/14/17,,14690.0,3225.0,60000.0,0.0,0.0,0.0,,0.0
27,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,2666.0,12/1/15,,82367.0,55556.0,82367.0,0.0,0.0,0.0,,0.0
27,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,1013.0,4/2/01,,1973.0,0.0,10000.0,0.0,0.0,0.0,,0.0
27,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,10/14/16,,14831.0,6768.0,15000.0,0.0,0.0,0.0,,0.0
27,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,1033.0,11/30/04,,3366.0,0.0,10000.0,0.0,0.0,0.0,,0.0
27,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,1274.0,11/16/04,,2368.0,0.0,10000.0,0.0,0.0,0.0,,0.0
27,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,1.0,6/24/16,,670.0,1.0,740.0,0.0,0.0,0.0,,0.0
27,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,0.0,5/25/15,8/31/17,1071.0,0.0,0.0,0.0,0.0,0.0,,0.0
27,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,10/14/16,8/1/17,14831.0,0.0,15000.0,0.0,0.0,0.0,,0.0
27,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,0.0,4/19/10,10/31/16,1178.0,0.0,10000.0,0.0,0.0,0.0,,0.0
27,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),0.0,Mensual,0.0,10/8/05,10/14/15,1574.0,0.0,0.0,0.0,0.0,0.0,,0.0
27,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,8/1/04,3/31/14,37614.0,0.0,1.0,0.0,0.0,0.0,,0.0
27,BANCO,Pagos Fijos,Compra de Automóvil,36.0,Mensual,0.0,8/12/10,8/13/13,109943.0,0.0,0.0,0.0,0.0,0.0,,0.0
27,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,9/15/08,1/2/12,136952.0,0.0,1.0,0.0,0.0,0.0,,0.0
28,COMUNICACIONES,Revolvente,Línea de Crédito,0.0,Mensual,197.0,11/20/14,,197.0,197.0,100.0,197.0,0.0,0.0,,0.0
29,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,8/6/08,,159.0,0.0,1.0,0.0,0.0,0.0,0000-00-00,0.0
29,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,173.0,12/17/15,,6149.0,3609.0,25000.0,0.0,0.0,0.0,0000-00-00,0.0
29,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,9/1/12,,0.0,0.0,1.0,0.0,0.0,0.0,0000-00-00,0.0
30,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,11/27/15,3/29/16,4077.0,0.0,4077.0,0.0,1.0,1.0,1/31/16,301.0
30,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,11/8/16,3/1/17,4077.0,0.0,0.0,0.0,1.0,1.0,11/16/16,301.0
30,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Revolvente,Préstamo Personal ,0.0,Quincenal,36423.0,2/23/16,,142497.0,67363.0,95700.0,23376.0,7.0,2.0,12/8/16,26385.0
30,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,390.0,4/29/16,,427.0,390.0,740.0,0.0,0.0,0.0,,0.0
30,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0.0,Mensual,14250.0,9/10/05,,14250.0,14250.0,14250.0,14250.0,0.0,0.0,,0.0
30,TIENDA COMERCIAL,Pagos Fijos,Otros (Múltiples Créditos),14.0,Quincenal,1849.0,3/29/16,,30000.0,24923.0,0.0,0.0,0.0,0.0,,0.0
30,BANCO,Hipoteca,Mejoras a la Casa,1.0,Mensual,0.0,8/8/13,10/21/15,10237.0,0.0,0.0,0.0,0.0,0.0,,0.0
30,FINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,7/17/13,8/13/13,4500.0,0.0,0.0,0.0,0.0,0.0,,0.0
31,AUTOFINANCIAMIENTO,Pagos Fijos,Compra de Automóvil,48.0,Mensual,0.0,9/4/14,3/14/17,254267.0,0.0,254267.0,0.0,12.0,2.0,11/30/15,10276.0
31,TIENDA DEPARTAMENTAL,Revolvente,Línea de Crédito,0.0,Mensual,0.0,9/1/11,3/28/15,0.0,0.0,17217.0,0.0,0.0,0.0,,0.0
31,COMUNICACIONES,Revolvente,Línea de Crédito,0.0,Mensual,0.0,9/19/14,,695.0,0.0,1000.0,0.0,5.0,0.0,,0.0
31,COMUNICACIONES,Revolvente,Línea de Crédito,0.0,Mensual,0.0,9/19/14,,957.0,0.0,1000.0,0.0,5.0,0.0,,0.0
31,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,1/11/16,1/31/17,400.0,0.0,0.0,0.0,0.0,0.0,,0.0
31,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0.0,Mensual,0.0,2/4/15,,436.0,0.0,740.0,0.0,1.0,1.0,8/31/17,445.0
31,TIENDA COMERCIAL,Revolvente,Línea de Crédito,0.0,Mensual,0.0,4/30/14,,9152.0,0.0,4000.0,0.0,2.0,0.0,,0.0
31,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,1/19/16,,1865.0,0.0,0.0,0.0,0.0,0.0,,0.0
31,BANCO,Pagos Fijos,Préstamo de Nomina,72.0,Quincenal,0.0,9/1/14,10/11/17,31000.0,0.0,31000.0,0.0,7.0,0.0,,0.0
31,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,1/20/17,,105923.0,52104.0,135200.0,0.0,0.0,0.0,,0.0
31,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,5/9/16,,41139.0,23475.0,41350.0,0.0,0.0,0.0,,0.0
31,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,4/25/14,,2641.0,0.0,1.0,0.0,0.0,0.0,,0.0
31,BANCO,Revolvente,Tarjeta de Crédito,0.0,Mensual,0.0,1/20/17,1/24/17,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
